member_id,total_tickets,avg_csat,total_repeat_contacts,total_escalations,avg_resolution_time
46615,1,3.0,0,1,41.3
46638,1,4.0,0,0,61.9
46645,1,5.0,0,0,28.3
46693,1,5.0,1,0,58.6
46724,1,5.0,0,0,42.8
46728,1,4.0,0,0,12.0
46756,1,4.0,1,1,59.1
46761,1,5.0,0,0,58.9
46765,1,5.0,0,1,11.6
46774,1,4.0,0,0,10.2
46784,1,4.0,0,1,11.9
46786,1,4.0,0,0,17.3
46796,1,5.0,0,0,2.9
46801,1,5.0,0,0,32.6
46803,1,5.0,0,0,37.9
46811,1,5.0,0,0,20.2
46837,1,5.0,0,0,16.1
46838,1,5.0,1,1,39.6
46840,1,5.0,1,0,15.7
46847,1,4.0,0,0,55.1
46862,1,5.0,0,0,10.8
46922,1,4.0,1,0,39.9
46930,1,5.0,0,0,7.6
46931,1,5.0,0,0,35.2
46955,1,3.0,0,0,32.8
47047,1,5.0,0,0,23.7
47096,1,5.0,0,1,20.6
47107,1,4.0,0,0,49.8
47122,1,3.0,0,1,52.1
47142,1,5.0,0,0,50.4
47143,1,3.0,0,1,34.9
47157,1,3.0,0,1,34.5
47198,1,2.0,1,1,54.4
47202,1,5.0,0,0,10.3
47224,1,5.0,0,0,1.3
47246,1,5.0,0,0,15.3
47256,1,4.0,0,0,33.9
47269,1,5.0,0,0,31.4
47276,1,5.0,0,0,11.7
47294,1,4.0,0,0,59.1
47297,1,2.0,0,0,59.8
47327,1,5.0,0,0,9.1
47331,1,5.0,1,0,9.7
47340,1,5.0,1,0,11.5
47348,1,4.0,0,0,42.7
47349,1,5.0,0,0,38.1
47358,1,5.0,1,0,14.7
47370,1,3.0,0,0,1.8
47380,1,4.0,0,0,15.9
47401,1,5.0,0,0,17.9
47406,1,5.0,0,0,10.7
47420,1,4.0,0,0,7.8
47500,1,5.0,0,0,26.6
47523,1,2.0,0,1,57.5
47537,1,5.0,0,0,23.5
47556,1,5.0,1,0,23.4
47562,1,4.0,0,1,45.5
47567,1,3.0,1,0,11.9
47586,1,5.0,0,0,22.8
47596,1,5.0,0,0,10.7
47621,1,5.0,0,0,12.9
47677,1,5.0,0,0,21.8
47688,1,3.0,1,1,1.6
47724,1,3.0,0,0,51.6
47741,1,4.0,0,0,53.9
47790,1,5.0,0,0,9.4
47812,1,4.0,0,0,12.2
47858,1,4.0,0,0,47.0
47860,1,5.0,0,0,29.1
47863,1,5.0,1,0,37.0
47875,1,5.0,0,0,41.2
47880,1,5.0,0,0,37.6
47891,1,5.0,0,0,53.3
47896,1,5.0,0,0,34.2
47928,1,3.0,0,1,37.7
47935,1,5.0,0,0,10.3
48006,1,3.0,0,0,35.9
48010,1,5.0,0,0,13.3
48024,1,5.0,0,0,18.6
48035,1,4.0,0,0,20.0
48040,2,4.5,0,0,42.15
48044,1,4.0,1,0,10.8
48065,1,5.0,0,0,44.0
48079,2,4.5,0,1,20.25
48095,1,5.0,0,0,12.3
48216,1,4.0,0,0,11.1
48241,1,4.0,0,1,31.0
48258,2,4.5,0,0,35.0
48273,1,5.0,0,0,12.7
48296,1,5.0,0,0,13.1
48322,1,5.0,0,0,34.6
48324,1,5.0,0,0,28.0
48353,1,5.0,0,0,47.8
48356,1,5.0,0,0,44.2
48406,1,4.0,1,1,40.2
48425,1,4.0,1,1,31.4
48427,1,5.0,0,0,13.2
48434,1,5.0,0,0,35.8
48439,1,5.0,0,0,11.2
48449,1,5.0,0,0,41.5
48457,1,5.0,0,0,21.9
48490,1,5.0,0,0,46.9
48535,1,5.0,1,1,22.6
48551,1,5.0,0,0,17.8
48567,1,4.0,0,0,32.5
48568,1,3.0,0,0,53.4
48571,1,5.0,1,0,54.3
48635,1,5.0,1,0,47.6
48639,1,5.0,0,0,28.7
48642,1,5.0,0,1,43.0
48671,1,4.0,0,0,31.0
48679,1,5.0,1,0,69.0
48684,1,3.0,0,0,53.4
48709,1,4.0,0,1,55.9
48713,1,5.0,0,0,29.0
48748,1,5.0,0,0,44.3
48768,1,4.0,0,0,46.8
48782,1,4.0,0,0,47.0
48797,1,4.0,0,0,15.1
48815,1,5.0,0,0,25.7
48837,1,5.0,0,0,31.3
48838,2,4.5,0,0,29.9
48841,1,3.0,1,0,55.0
48861,1,5.0,0,0,12.0
48908,1,5.0,0,1,18.4
48930,1,5.0,0,0,11.3
48938,1,5.0,0,1,45.0
48972,1,5.0,0,0,15.9
49022,1,5.0,0,0,25.6
49035,1,5.0,0,0,33.0
49054,1,5.0,0,0,14.7
49107,2,4.5,0,0,17.25
49117,1,4.0,0,1,23.4
49149,1,5.0,0,0,12.3
49188,1,5.0,0,0,16.2
49213,1,2.0,0,1,51.4
49223,1,3.0,0,1,28.7
49229,1,5.0,0,0,29.6
49242,1,5.0,0,0,10.2
49244,1,4.0,0,0,16.3
49335,1,5.0,0,0,10.8
49387,1,4.0,1,0,56.5
49389,1,3.0,1,0,18.5
49398,1,5.0,0,0,35.7
49410,1,5.0,0,0,21.0
49432,1,3.0,1,0,61.4
49433,1,3.0,0,0,52.5
49454,1,5.0,0,0,9.3
49467,1,4.0,0,0,56.4
49485,1,4.0,1,0,28.5
49495,1,5.0,0,0,40.0
49509,1,4.0,0,0,59.7
49655,1,4.0,0,0,41.2
49689,1,2.0,0,0,57.5
49700,1,4.0,1,0,56.6
49761,1,5.0,0,0,16.1
49765,2,5.0,1,0,32.5
49779,1,5.0,0,0,14.8
49802,1,5.0,0,0,9.2
49825,1,5.0,1,0,19.0
49831,1,4.0,0,1,24.0
49840,1,3.0,1,1,17.0
49888,1,4.0,0,0,7.3
49890,1,5.0,0,0,15.0
49908,1,5.0,0,0,3.5
49919,1,5.0,0,0,57.3
49940,1,4.0,0,1,6.9
49956,1,5.0,0,0,28.8
49959,1,5.0,0,0,39.5
49975,1,5.0,0,0,24.3
49986,1,4.0,0,0,59.5
50005,1,5.0,0,0,19.5
50008,1,3.0,0,0,57.4
50013,1,5.0,0,0,10.4
50049,1,3.0,0,0,57.4
50056,1,5.0,0,0,42.4
50079,1,5.0,0,0,17.2
50177,1,5.0,1,0,35.3
50187,1,5.0,0,0,31.7
50214,1,4.0,0,0,49.5
50227,1,5.0,0,0,13.0
50231,1,5.0,1,0,13.2
50257,1,5.0,0,0,28.1
50277,1,4.0,0,0,13.7
50309,1,4.0,0,0,36.1
50349,1,3.0,0,1,45.5
50394,1,5.0,0,0,5.7
50399,1,4.0,0,0,59.6
50402,1,4.0,1,0,23.1
50413,1,5.0,0,0,10.3
50414,1,4.0,0,0,37.6
50417,1,4.0,0,1,46.4
50474,1,4.0,0,0,11.8
50494,1,4.0,1,0,6.1
50514,1,5.0,0,0,44.9
50539,1,3.0,0,1,42.8
50579,1,5.0,0,0,5.1
50653,1,5.0,0,0,34.5
50669,1,5.0,0,0,18.6
50670,1,5.0,0,0,31.1
50716,1,3.0,0,1,42.4
50722,1,5.0,0,0,9.0
50724,1,5.0,0,0,38.9
50741,1,5.0,0,0,17.0
50757,1,5.0,0,0,25.1
50783,1,4.0,0,0,50.2
50784,1,4.0,0,0,28.2
50798,1,5.0,0,0,47.9
50808,1,5.0,0,0,35.5
50823,1,5.0,0,0,12.7
50845,1,2.0,0,1,52.8
50858,1,5.0,0,0,16.2
50921,1,5.0,0,0,59.2
50933,1,2.0,0,1,55.3
50946,1,5.0,0,1,45.3
50995,1,4.0,0,0,31.3
51009,1,4.0,0,0,19.9
51035,1,5.0,0,0,16.2
51061,1,5.0,0,0,32.1
51066,1,5.0,0,0,14.9
51085,1,5.0,0,0,30.1
51092,1,4.0,1,0,21.0
51100,1,5.0,1,0,28.6
51105,1,4.0,0,0,21.1
51112,1,5.0,0,0,12.6
51120,1,4.0,0,1,18.3
51141,1,5.0,0,0,13.5
51171,1,5.0,0,0,39.9
51192,1,5.0,0,0,20.4
51201,1,5.0,0,1,51.5
51249,2,4.5,1,0,10.65
51251,1,3.0,1,1,61.9
51269,1,4.0,0,0,21.5
51272,1,5.0,0,0,38.9
51295,1,5.0,0,0,24.5
51296,1,5.0,0,0,16.2
51335,1,4.0,0,0,21.7
51343,1,4.0,0,0,13.5
51348,1,5.0,0,0,20.7
51387,1,4.0,1,1,49.0
51422,1,5.0,0,0,43.7
51443,1,5.0,0,0,18.6
51496,1,3.0,0,1,14.8
51514,1,5.0,0,0,4.4
51534,1,5.0,0,0,37.1
51567,1,4.0,0,0,50.8
51582,1,5.0,0,1,27.1
51620,1,5.0,0,0,26.2
51671,1,5.0,0,0,15.9
51672,1,4.0,1,0,31.6
51766,1,5.0,0,0,39.3
51790,1,4.0,0,0,64.6
51792,1,4.0,1,1,19.4
51828,1,5.0,0,0,52.5
51846,1,3.0,0,0,8.3
51859,1,5.0,0,0,16.7
51874,1,5.0,0,0,9.8
51891,1,5.0,0,0,58.1
51972,1,5.0,0,0,53.7
51978,1,5.0,1,0,55.3
52035,1,3.0,1,0,61.3
52058,1,5.0,0,0,37.4
52079,1,5.0,0,0,33.4
52129,1,4.0,0,0,29.0
52152,1,4.0,0,0,69.8
52163,1,5.0,0,0,36.9
52168,1,5.0,1,0,44.8
52190,1,5.0,1,0,47.4
52234,1,4.0,0,1,29.7
52242,1,5.0,0,0,11.9
52246,1,5.0,1,0,21.0
52259,1,4.0,1,0,60.9
52293,1,5.0,0,0,15.7
52322,1,5.0,0,0,10.6
52377,1,4.0,0,0,25.2
52430,1,5.0,0,0,40.3
52447,1,5.0,1,1,31.9
52451,1,5.0,0,0,47.0
52472,1,4.0,0,0,52.3
52493,1,4.0,0,0,37.0
52509,1,5.0,0,0,41.1
52516,1,4.0,0,0,11.5
52517,1,5.0,1,0,21.8
52538,1,5.0,1,0,30.3
52544,1,4.0,0,0,39.5
52548,1,5.0,0,0,15.4
52549,1,4.0,0,0,11.4
52575,1,4.0,0,1,34.5
52608,1,5.0,0,1,18.1
52629,1,5.0,0,1,46.3
52630,1,4.0,0,0,55.4
52638,1,5.0,1,0,17.4
52659,1,5.0,1,0,35.6
52670,1,5.0,0,0,47.4
52673,1,4.0,0,1,47.0
52737,1,5.0,0,0,9.9
52738,1,4.0,0,0,18.9
52739,1,5.0,0,0,24.2
52745,1,4.0,0,0,17.4
52760,1,5.0,0,0,20.9
52781,1,5.0,0,0,44.8
52803,1,3.0,0,0,51.9
52857,1,3.0,0,0,69.3
52860,1,5.0,0,0,23.9
52866,1,4.0,0,0,56.1
52906,1,4.0,0,0,52.5
52908,2,5.0,0,0,9.3
52937,1,4.0,1,0,54.6
52949,1,5.0,1,0,18.3
52972,1,4.0,0,1,40.9
52998,1,5.0,1,0,15.3
53013,1,5.0,1,0,66.1
53085,1,4.0,0,1,5.4
53094,1,3.0,0,1,39.1
53113,1,4.0,1,0,13.4
53116,1,4.0,0,1,37.3
53121,1,5.0,0,0,37.2
53124,1,3.0,0,1,50.8
53131,1,5.0,0,0,19.7
53150,1,3.0,1,0,54.3
53190,1,5.0,0,0,25.2
53243,1,5.0,0,0,7.4
53254,1,4.0,0,1,42.0
53259,1,5.0,0,0,55.5
53260,1,5.0,0,0,13.4
53266,2,4.5,0,1,18.4
53286,1,5.0,0,0,34.0
53289,1,5.0,0,0,23.4
53348,1,5.0,0,0,15.6
53382,1,5.0,0,0,17.9
53390,1,5.0,1,0,48.4
53412,1,5.0,0,1,38.9
53429,1,4.0,0,1,62.3
53460,1,4.0,0,1,55.8
53490,1,3.0,0,1,50.5
53514,1,3.0,1,0,66.4
53532,2,4.5,1,0,41.849999999999994
53548,1,5.0,0,0,32.1
53554,1,4.0,0,0,19.4
53559,1,5.0,0,0,31.5
53563,1,5.0,0,0,28.1
53570,1,5.0,0,0,57.9
53579,1,5.0,0,0,10.3
53580,1,5.0,0,0,11.8
53596,1,4.0,1,0,46.0
53611,1,5.0,0,0,12.2
53612,1,4.0,1,0,45.0
53627,1,5.0,0,0,7.8
53650,1,5.0,0,0,20.4
53672,1,4.0,0,0,56.0
53711,1,5.0,0,0,9.6
53721,2,5.0,0,0,15.75
53730,1,3.0,0,1,47.9
53746,1,5.0,0,0,40.0
53755,1,5.0,0,0,45.6
53798,1,2.0,1,1,48.2
53801,1,4.0,0,0,34.2
53820,1,3.0,1,1,40.8
53832,1,4.0,0,0,16.9
53844,1,5.0,0,0,42.6
53855,1,3.0,0,0,55.0
53907,1,3.0,0,1,41.3
53938,1,4.0,0,0,51.5
53957,1,3.0,0,1,44.3
53961,1,5.0,0,0,21.0
53962,1,5.0,0,0,17.5
53983,1,5.0,1,0,19.8
53990,1,3.0,0,0,53.4
54039,1,5.0,1,0,50.2
54046,1,4.0,0,0,25.2
54064,1,3.0,0,1,50.6
54089,1,5.0,0,0,9.0
54097,1,4.0,0,0,48.2
54161,1,5.0,0,0,10.8
54178,1,5.0,0,0,25.2
54187,1,5.0,1,1,31.7
54195,1,5.0,1,0,30.5
54235,1,5.0,0,0,14.9
54257,1,5.0,0,0,25.5
54282,1,4.0,0,0,14.9
54303,1,5.0,0,0,23.6
54311,1,5.0,0,0,26.9
54314,1,5.0,0,0,27.9
54322,1,3.0,1,0,17.1
54333,1,3.0,0,1,14.9
54342,1,5.0,0,0,65.1
54347,1,5.0,0,0,67.1
54350,1,5.0,0,0,21.6
54354,1,4.0,0,0,12.8
54388,1,5.0,0,0,12.4
54407,1,4.0,0,0,20.8
54454,1,5.0,0,0,11.6
54470,1,5.0,0,0,11.0
54478,1,4.0,0,1,19.1
54497,1,2.0,0,1,44.1
54540,1,4.0,0,0,9.0
54556,1,5.0,0,0,28.9
54631,1,5.0,0,0,19.2
54643,1,4.0,0,0,30.0
54695,1,5.0,0,0,19.8
54763,1,5.0,0,1,43.0
54770,1,5.0,0,0,54.9
54772,1,3.0,0,0,19.4
54780,1,5.0,0,0,18.6
54792,1,4.0,0,0,8.6
54837,1,4.0,1,0,54.1
54870,1,5.0,0,0,29.2
54903,1,5.0,0,0,8.8
54934,1,5.0,0,0,14.1
54983,1,5.0,0,0,46.8
55001,1,3.0,1,1,67.2
55009,1,5.0,0,0,39.1
55080,1,2.0,0,0,8.2
55094,1,4.0,0,0,50.2
55104,1,4.0,0,1,14.7
55108,1,2.0,0,1,55.6
55135,2,4.5,0,0,14.8
55143,1,5.0,0,0,45.0
55172,1,5.0,0,1,45.7
55182,1,3.0,0,1,46.2
55187,1,3.0,0,1,55.8
55204,1,3.0,0,0,48.4
55215,1,5.0,0,0,19.7
55223,1,5.0,1,0,41.2
55229,1,2.0,1,1,62.3
55316,1,2.0,1,1,33.4
55329,1,4.0,0,0,8.6
55360,1,4.0,1,0,51.0
55373,1,5.0,0,0,35.3
55408,1,5.0,0,0,8.5
55457,1,5.0,0,0,11.7
55485,1,5.0,0,0,9.1
55532,1,5.0,0,0,44.7
55535,1,4.0,0,0,63.9
55543,1,5.0,1,0,38.9
55545,1,5.0,0,0,31.8
55602,1,4.0,0,0,18.1
55662,1,4.0,0,0,66.1
55707,1,4.0,0,0,52.8
55723,1,5.0,1,0,63.5
55727,1,5.0,0,0,5.7
55852,1,3.0,0,0,55.9
55883,1,5.0,0,0,44.3
55911,1,4.0,0,0,15.8
55926,1,4.0,0,1,38.7
55930,1,5.0,0,0,16.1
55960,1,5.0,0,1,13.5
55968,1,5.0,1,0,8.0
56002,1,5.0,0,0,25.5
56006,1,5.0,0,0,13.2
56023,1,5.0,0,0,41.6
56026,1,3.0,1,0,53.5
56055,1,4.0,1,0,28.9
56077,1,4.0,0,0,28.6
56128,1,5.0,0,0,36.8
56146,1,5.0,1,0,27.2
56150,1,5.0,0,0,31.7
56205,1,5.0,0,0,28.5
56223,1,5.0,0,0,50.0
56237,1,4.0,0,0,25.3
56251,1,5.0,1,0,38.7
56265,1,5.0,0,0,39.3
56286,1,4.0,0,0,34.1
56294,1,5.0,0,0,28.5
56300,1,3.0,0,1,11.7
56301,1,3.0,1,0,54.3
56304,1,5.0,0,0,46.5
56312,1,3.0,0,0,10.8
56321,1,4.0,1,1,8.0
56322,1,3.0,0,0,17.4
56336,1,5.0,0,0,19.3
56345,1,5.0,0,0,22.9
56373,1,5.0,0,0,52.4
56411,1,4.0,1,0,28.1
56424,1,5.0,0,0,11.0
56460,1,5.0,0,0,28.5
56462,1,3.0,1,1,49.0
56484,1,4.0,1,1,34.7
56487,1,4.0,0,0,5.5
56493,1,5.0,0,0,68.6
56510,1,5.0,0,1,37.9
56513,1,3.0,1,1,67.2
56514,1,5.0,0,0,9.2
56540,1,5.0,0,0,57.5
56555,1,5.0,0,0,41.2
56558,1,5.0,0,0,14.5
56566,1,5.0,0,0,22.1
56598,1,4.0,0,0,39.9
56605,1,3.0,0,1,46.2
56612,1,4.0,0,0,62.4
56638,1,4.0,0,0,8.9
56672,1,4.0,0,0,25.3
56691,1,1.0,1,1,55.8
56701,1,4.0,0,1,31.1
56720,1,5.0,1,0,44.8
56738,1,3.0,0,0,8.7
56739,1,3.0,0,1,18.7
56754,1,5.0,0,1,28.4
56757,1,3.0,1,1,63.6
56760,1,5.0,0,0,28.2
56765,1,4.0,1,0,27.4
56774,1,3.0,0,1,17.7
56788,1,3.0,0,0,43.3
56790,1,5.0,0,1,42.1
56831,1,5.0,0,0,6.9
56855,1,5.0,0,0,58.7
56856,1,5.0,1,0,14.3
56862,1,5.0,0,0,12.3
56874,1,5.0,0,0,11.3
56922,1,4.0,0,1,37.2
56932,1,5.0,0,0,7.1
56948,1,5.0,0,0,29.8
56954,2,5.0,1,0,11.7
56971,1,5.0,0,0,42.5
57000,1,5.0,0,0,13.3
57009,1,5.0,0,0,19.6
57010,1,4.0,0,0,34.5
57013,1,5.0,0,0,12.5
57082,1,4.0,1,0,52.9
57093,1,5.0,1,0,20.4
57156,1,4.0,1,0,9.9
57219,1,2.0,0,0,56.1
57234,1,5.0,0,0,33.6
57248,1,3.0,0,0,23.5
57251,1,4.0,0,1,44.7
57273,1,3.0,0,0,6.4
57280,1,5.0,0,0,40.6
57296,1,5.0,0,1,44.3
57323,1,5.0,0,0,68.0
57324,1,4.0,0,1,24.7
57347,1,4.0,0,0,26.5
57371,1,5.0,0,0,40.4
57392,1,5.0,0,0,12.0
57396,1,5.0,0,0,30.7
57400,1,4.0,0,0,12.3
57444,1,4.0,0,0,11.7
57465,1,4.0,0,0,58.3
57471,1,4.0,0,0,82.8
57484,1,2.0,0,1,25.2
57498,1,4.0,0,0,1.0
57563,2,4.5,0,0,39.0
57564,1,5.0,0,0,39.7
57565,1,5.0,0,0,8.7
57658,1,5.0,0,0,13.1
57677,1,3.0,0,0,9.7
57715,1,4.0,0,1,35.6
57755,1,1.0,1,1,50.5
57756,1,5.0,0,0,31.4
57758,1,4.0,0,0,52.3
57760,1,5.0,0,0,19.2
57763,1,5.0,0,0,11.5
57797,1,5.0,0,0,8.8
57808,1,4.0,1,0,51.2
57827,1,5.0,0,0,41.6
57853,1,4.0,0,0,80.3
57878,1,4.0,0,0,54.9
57923,1,5.0,1,0,31.7
57961,1,5.0,0,0,43.3
57970,1,4.0,1,1,19.1
57973,1,5.0,0,0,15.6
57988,1,5.0,0,0,11.1
58005,1,5.0,0,0,2.8
58032,1,5.0,1,0,39.8
58070,1,4.0,0,0,15.5
58082,1,5.0,0,0,14.2
58113,1,5.0,0,0,5.0
58160,1,5.0,0,0,17.1
58161,1,5.0,0,0,40.2
58175,1,5.0,0,0,13.9
58200,1,5.0,0,0,38.7
58215,1,5.0,0,0,6.7
58236,1,5.0,0,0,42.5
58237,1,4.0,0,0,40.6
58255,1,5.0,0,0,23.6
58259,1,5.0,0,0,41.8
58281,1,4.0,1,0,19.1
58301,1,4.0,0,0,12.1
58314,1,5.0,0,0,34.9
58331,1,5.0,0,0,8.6
58336,1,5.0,1,0,18.7
58350,1,4.0,0,0,46.7
58353,1,3.0,0,0,69.1
58365,1,2.0,0,1,62.2
58387,1,4.0,0,0,45.1
58394,1,4.0,0,1,23.7
58405,1,4.0,0,0,13.7
58455,1,5.0,0,0,23.4
58556,1,4.0,0,0,57.0
58597,1,5.0,0,0,14.4
58639,1,5.0,0,0,45.3
58653,1,5.0,0,0,6.9
58655,2,4.5,0,0,19.799999999999997
58660,1,3.0,0,0,51.0
58685,1,5.0,0,0,53.9
58729,1,5.0,1,0,7.2
58747,1,5.0,0,1,36.3
58759,1,5.0,0,0,8.3
58812,1,5.0,0,0,3.0
58903,1,4.0,0,0,48.0
58909,1,5.0,1,0,9.8
58931,1,3.0,0,0,26.6
58963,1,5.0,0,0,19.7
58966,1,4.0,0,1,65.5
59011,1,4.0,0,0,57.2
59025,1,4.0,1,0,19.2
59034,1,5.0,0,0,4.7
59037,1,4.0,0,0,9.7
59051,1,4.0,0,0,19.1
59066,1,5.0,0,0,4.2
59100,1,5.0,0,0,19.8
59101,1,4.0,0,0,49.6
59132,1,3.0,0,1,20.9
59135,1,5.0,0,0,21.9
59168,1,5.0,0,0,5.2
59169,1,4.0,1,0,12.9
59174,1,3.0,1,1,49.4
59183,1,5.0,1,0,11.1
59214,1,4.0,0,1,33.0
59243,1,5.0,1,0,21.7
59252,1,5.0,0,0,19.8
59258,1,5.0,0,0,11.4
59266,1,4.0,0,0,10.2
59303,1,5.0,0,0,8.2
59306,1,5.0,0,0,52.1
59307,1,4.0,0,1,46.3
59309,1,5.0,1,0,13.0
59318,1,5.0,0,0,40.9
59356,1,3.0,1,1,40.1
59383,1,5.0,0,0,10.6
59432,1,5.0,0,0,30.4
59471,1,4.0,0,0,55.1
59478,2,5.0,0,0,40.8
59513,1,5.0,0,0,41.9
59565,1,3.0,1,0,57.5
59597,1,5.0,0,0,9.1
59642,1,4.0,0,1,43.2
59643,1,5.0,0,0,20.3
59735,1,5.0,1,0,9.1
59755,1,4.0,0,0,16.0
59771,1,5.0,1,0,47.9
59788,1,5.0,0,0,17.9
59822,1,3.0,1,1,14.0
59829,1,4.0,0,0,20.9
59830,1,3.0,1,1,39.3
59850,1,4.0,1,0,27.6
59852,1,5.0,0,0,22.8
59902,1,2.0,0,1,69.2
59907,1,5.0,0,0,25.3
59908,1,4.0,0,1,57.7
59916,1,4.0,0,0,18.4
59979,1,5.0,0,0,38.1
60004,1,4.0,1,0,34.3
60067,1,4.0,1,0,49.3
60070,1,5.0,0,0,32.5
60113,1,2.0,0,1,76.9
60149,1,4.0,0,1,45.2
60169,1,5.0,0,0,25.7
60185,1,4.0,0,0,49.1
60189,1,3.0,0,1,44.6
60190,1,5.0,0,0,30.2
60204,1,5.0,0,0,8.2
60237,1,4.0,0,0,47.3
60255,1,4.0,0,1,19.5
60270,1,5.0,1,0,24.8
60286,1,3.0,1,1,30.5
60358,1,4.0,0,1,64.2
60385,1,4.0,0,0,31.8
60391,1,5.0,0,0,47.4
60460,1,5.0,0,0,34.5
60477,1,3.0,0,0,20.8
60505,1,4.0,0,0,18.5
60510,1,5.0,0,0,12.4
60559,1,5.0,0,0,63.5
60623,1,4.0,1,1,32.4
60657,1,5.0,0,0,24.7
60658,1,5.0,0,0,24.6
60668,1,5.0,0,0,39.9
60710,1,5.0,0,0,7.0
60714,1,5.0,0,0,39.4
60732,1,5.0,0,0,20.5
60738,1,5.0,0,0,24.5
60751,1,5.0,1,0,13.9
60759,1,4.0,0,1,34.0
60790,1,5.0,0,0,13.9
60794,1,5.0,1,0,25.5
60801,1,5.0,0,0,9.2
60851,1,5.0,0,0,7.6
60858,1,5.0,0,0,9.5
60874,1,5.0,0,0,17.5
60877,1,4.0,0,0,17.9
60894,1,5.0,1,0,16.1
61007,1,5.0,0,0,12.8
61021,1,4.0,0,1,57.3
61040,1,4.0,0,1,10.6
61064,1,5.0,0,0,41.9
61091,1,3.0,1,1,29.8
61122,1,4.0,0,1,47.0
61178,1,3.0,1,0,49.8
61223,1,5.0,0,0,17.5
61257,1,5.0,0,0,25.7
61284,1,3.0,0,1,51.3
61287,1,5.0,0,0,27.2
61322,1,5.0,0,0,6.3
61347,1,4.0,0,0,42.3
61399,1,5.0,0,0,41.2
61449,1,5.0,0,0,4.0
61460,1,5.0,0,0,28.9
61473,1,5.0,0,0,34.9
61502,1,5.0,0,0,13.5
61504,1,5.0,0,0,26.4
61521,1,5.0,0,0,10.5
61567,1,4.0,0,0,30.2
61634,1,5.0,1,0,44.7
61643,1,4.0,0,0,46.2
61652,1,4.0,0,0,49.0
61683,2,4.5,0,0,32.95
61762,1,4.0,0,1,13.5
61776,2,4.5,0,1,42.0
61777,1,5.0,0,1,43.3
61785,1,5.0,0,0,21.1
61789,1,5.0,0,0,14.0
61790,1,4.0,0,0,10.9
61811,1,5.0,0,0,37.0
61816,1,4.0,0,1,45.2
61829,1,5.0,0,0,19.8
61861,1,5.0,0,1,33.9
61882,1,5.0,0,0,35.5
61895,1,5.0,0,0,11.1
61906,1,4.0,0,0,10.5
61908,1,3.0,0,0,62.2
61910,1,4.0,1,0,21.1
61920,1,5.0,0,0,16.9
61931,1,4.0,1,0,14.7
61951,1,5.0,0,1,40.1
61967,1,4.0,1,0,16.0
61968,1,4.0,0,0,47.8
61971,1,4.0,1,0,63.6
62011,1,4.0,0,1,21.8
62062,1,4.0,0,1,44.3
62072,1,4.0,0,0,12.1
62081,1,3.0,0,0,18.7
62097,1,5.0,0,0,24.4
62101,1,4.0,0,1,44.2
62102,1,5.0,0,0,7.2
62114,1,5.0,0,0,14.3
62161,1,4.0,0,0,17.8
62170,1,4.0,0,1,43.5
62180,1,4.0,0,0,28.9
62216,1,5.0,0,0,5.2
62270,1,4.0,0,0,32.3
62276,1,5.0,0,0,18.7
62321,1,4.0,0,0,44.2
62376,1,5.0,0,0,33.6
62381,1,4.0,0,1,17.6
62449,1,5.0,0,0,30.0
62506,1,4.0,0,0,9.9
62518,1,4.0,0,0,13.1
62540,1,2.0,1,0,81.9
62557,1,5.0,1,0,12.7
62564,1,5.0,0,0,20.4
62576,1,5.0,0,0,45.1
62588,1,4.0,0,0,53.1
62590,1,4.0,1,0,19.1
62626,1,3.0,0,0,56.2
62631,1,4.0,0,1,15.1
62667,1,3.0,0,0,62.8
62671,1,4.0,0,0,6.7
62692,1,5.0,0,0,21.6
62712,1,5.0,0,0,10.4
62722,1,5.0,0,0,20.4
62753,1,5.0,0,0,25.1
62758,1,5.0,0,0,6.4
62760,1,5.0,0,0,33.4
62787,1,4.0,0,0,16.3
62788,2,4.5,0,0,17.7
62807,1,3.0,0,1,63.2
62811,1,5.0,0,0,22.5
62822,1,5.0,0,1,11.8
62849,1,5.0,0,0,16.8
62851,1,4.0,0,0,21.9
62864,1,4.0,1,0,28.6
62914,1,5.0,1,0,46.3
62966,1,4.0,1,0,54.3
62986,1,3.0,0,0,15.6
62989,1,4.0,0,0,81.8
62997,1,5.0,0,0,17.8
63018,2,4.5,0,0,29.55
63113,1,5.0,0,0,5.8
63133,1,5.0,0,0,13.8
63141,1,5.0,0,1,45.7
63148,1,5.0,1,0,16.4
63156,1,5.0,0,0,31.1
63164,1,5.0,0,0,46.9
63191,1,5.0,0,0,39.6
63228,1,4.0,0,1,32.5
63230,1,5.0,0,1,17.1
63300,1,4.0,0,0,11.7
63313,1,5.0,0,0,43.6
63327,1,5.0,0,0,10.6
63328,1,5.0,0,0,22.1
63380,1,4.0,0,1,59.8
63384,1,5.0,1,0,27.6
63404,1,4.0,1,1,33.5
63415,1,5.0,0,1,11.7
63501,1,4.0,0,0,12.4
63507,1,3.0,0,1,70.4
63553,1,4.0,1,0,31.3
63575,1,3.0,0,1,59.5
63651,1,5.0,0,0,35.3
63659,1,5.0,0,0,7.9
63660,1,5.0,0,0,19.1
63676,1,5.0,0,0,11.7
63700,1,5.0,0,0,34.5
63723,1,5.0,0,0,29.1
63739,1,5.0,0,0,14.4
63747,1,5.0,1,0,47.9
63825,1,5.0,0,0,21.9
63851,1,5.0,0,0,12.4
63860,1,4.0,0,0,24.0
63878,2,5.0,0,1,37.65
