ticket_id,member_id,contact_date,channel,issue_category,resolution_time_hours,first_contact_resolution,escalated,csat_score,repeat_contact_flag
1204,98368,2024-10-23,Chat,Battery Drain,41.7,1,0,5,0
1205,188945,2024-07-03,Chat,Battery Drain,23.4,0,1,5,1
1206,127533,2024-02-03,Chat,Onboarding/Setup,12.6,1,0,5,0
1207,190691,2024-07-20,Email,Shipping Delay,15.5,1,1,4,0
1208,44115,2024-06-20,Phone,Strap Replacement,12.7,1,0,5,0
1209,140247,2024-05-18,Chat,Sync Issues,36.4,0,0,5,1
1210,66413,2024-03-20,Email,Sync Issues,61.5,0,1,4,1
1211,55187,2024-08-01,Email,Battery Drain,55.8,1,1,3,0
1212,111383,2024-03-29,Email,Strap Replacement,15.4,1,0,5,0
1213,168384,2024-01-28,Chat,Onboarding/Setup,7.1,1,0,5,0
1214,148590,2024-05-07,Chat,Billing,11.1,1,0,5,0
1215,151379,2024-06-01,Chat,Shipping Delay,14.0,1,0,4,0
1216,56373,2024-04-14,Chat,Battery Drain,52.4,1,0,5,0
1217,90817,2024-03-20,Chat,Billing,11.1,0,1,3,1
1218,86112,2024-02-29,Email,App Bug,17.8,1,0,5,0
1219,161924,2024-05-07,Phone,Sync Issues,39.4,0,1,4,1
1220,49229,2024-10-13,Email,Shipping Delay,29.6,1,0,5,0
1221,26438,2024-03-31,Phone,Sync Issues,36.5,1,0,5,0
1222,63156,2024-07-12,Chat,Billing,31.1,1,0,5,0
1223,150227,2024-03-08,Email,Sync Issues,40.7,1,0,5,0
1224,73053,2024-07-11,Chat,Onboarding/Setup,21.7,1,1,4,0
1225,170877,2024-07-25,Chat,Shipping Delay,21.9,1,0,5,0
1226,93352,2024-01-22,Email,Battery Drain,46.3,0,0,5,1
1227,70221,2024-06-22,Chat,Sync Issues,47.8,1,0,5,0
1228,8203,2024-02-10,Phone,Onboarding/Setup,9.9,1,0,5,0
1229,144702,2024-11-13,Phone,Onboarding/Setup,9.8,0,0,5,1
1230,71349,2024-09-04,Chat,Battery Drain,69.0,0,1,3,1
1231,160652,2024-12-17,Chat,Sync Issues,32.0,1,0,5,0
1232,155773,2024-11-23,Chat,Shipping Delay,47.3,1,0,5,0
1233,192882,2024-12-13,Chat,Billing,23.2,1,1,4,0
1234,61652,2024-12-13,Chat,Battery Drain,49.0,1,0,4,0
1235,142191,2024-12-23,Email,Billing,13.0,0,0,5,1
1236,168227,2024-11-04,Phone,Billing,10.5,1,0,4,0
1237,67773,2024-04-17,Phone,Sync Issues,37.3,1,0,5,0
1238,64417,2024-03-12,Email,Onboarding/Setup,7.2,1,0,4,0
1239,146893,2024-09-01,Phone,Sync Issues,36.0,1,0,5,0
1240,144987,2024-02-24,Email,Battery Drain,19.6,1,0,5,0
1241,55204,2024-06-08,Email,Sync Issues,48.4,1,0,3,0
1242,166554,2024-12-17,Chat,Battery Drain,71.7,1,0,4,0
1243,189449,2024-07-17,Chat,Battery Drain,40.9,0,0,5,1
1244,155587,2024-09-18,Chat,Onboarding/Setup,6.8,1,1,4,0
1245,193907,2024-02-01,Email,Billing,13.5,0,0,5,1
1246,193258,2024-01-13,Chat,Strap Replacement,18.8,1,0,3,0
1247,190199,2024-05-18,Phone,Onboarding/Setup,8.9,1,0,5,0
1248,142750,2024-01-15,Chat,Strap Replacement,18.1,1,0,5,0
1249,36672,2024-01-29,Phone,Billing,16.0,1,0,5,0
1250,177030,2024-06-15,Chat,Strap Replacement,12.0,1,0,5,0
1251,137591,2024-11-30,Email,Strap Replacement,14.1,1,0,5,0
1252,39797,2024-01-09,Chat,Battery Drain,40.8,1,0,5,0
1253,187417,2024-05-20,Chat,App Bug,46.5,1,0,4,0
1254,199569,2024-01-27,Email,Battery Drain,39.7,1,0,5,0
1255,144850,2024-05-05,Phone,Shipping Delay,11.4,1,0,4,0
1256,176736,2024-04-13,Phone,Battery Drain,59.4,1,0,4,0
1257,191047,2024-08-22,Email,Sync Issues,22.1,1,0,4,0
1258,27820,2024-08-06,Chat,Billing,22.5,1,0,5,0
1259,119045,2024-11-16,Phone,Battery Drain,63.6,1,1,3,0
1260,99536,2024-06-22,Email,App Bug,55.8,0,0,5,1
1261,31735,2024-01-06,Chat,Shipping Delay,22.8,1,0,5,0
1262,131125,2024-07-02,Chat,Sync Issues,43.4,1,0,5,0
1263,179195,2024-11-05,Phone,Strap Replacement,12.2,1,0,5,0
1264,139446,2024-07-05,Email,Billing,25.6,1,0,4,0
1265,172952,2024-12-09,Chat,Billing,7.6,1,0,3,0
1266,12480,2024-09-28,Phone,Battery Drain,36.6,1,1,3,0
1267,49432,2024-04-19,Email,Battery Drain,61.4,0,0,3,1
1268,112829,2024-06-09,Phone,Onboarding/Setup,6.2,1,1,4,0
1269,78396,2024-01-08,Email,Billing,13.5,1,0,4,0
1270,82946,2024-10-22,Email,App Bug,31.4,1,0,4,0
1271,76846,2024-01-25,Phone,Sync Issues,44.8,1,0,5,0
1272,9849,2024-07-16,Chat,App Bug,31.1,1,0,5,0
1273,134277,2024-11-05,Email,Strap Replacement,6.6,0,0,5,1
1274,84094,2024-05-15,Chat,Sync Issues,46.5,1,1,5,0
1275,158005,2024-09-13,Email,App Bug,28.2,1,0,5,0
1276,157224,2024-12-26,Chat,Billing,1.6,1,0,5,0
1277,181779,2024-09-25,Chat,Shipping Delay,23.6,1,0,4,0
1278,166749,2024-08-25,Chat,Battery Drain,47.7,1,0,5,0
1279,82624,2024-02-18,Email,Battery Drain,60.0,1,0,4,0
1280,197232,2024-02-18,Chat,App Bug,38.1,0,1,3,1
1281,57156,2024-07-25,Email,Billing,9.9,0,0,4,1
1282,61643,2024-12-02,Chat,Battery Drain,46.2,1,0,4,0
1283,176091,2024-12-07,Chat,Billing,14.1,1,0,4,0
1284,7287,2024-08-14,Chat,Onboarding/Setup,8.2,1,0,5,0
1285,173847,2024-09-02,Phone,Sync Issues,62.7,1,0,5,0
1286,135370,2024-03-10,Email,Onboarding/Setup,6.0,1,0,5,0
1287,66544,2024-11-06,Phone,Strap Replacement,6.8,1,0,5,0
1288,121719,2024-12-09,Email,Sync Issues,28.5,1,1,5,0
1289,160609,2024-07-22,Email,Billing,19.8,1,0,5,0
1290,29763,2024-07-12,Phone,Strap Replacement,14.8,1,0,4,0
1291,14217,2024-01-07,Chat,Strap Replacement,10.7,1,0,5,0
1292,130873,2024-07-18,Chat,Sync Issues,33.0,1,0,5,0
1293,10815,2024-06-03,Email,App Bug,17.1,1,1,4,0
1294,110534,2024-10-24,Email,Billing,20.8,1,0,5,0
1295,162032,2024-03-04,Phone,Billing,16.9,0,0,5,1
1296,89070,2024-07-18,Phone,Shipping Delay,14.4,0,0,5,1
1297,96928,2024-08-10,Chat,Billing,14.6,1,0,5,0
1298,62692,2024-10-27,Email,Billing,21.6,1,0,5,0
1299,37677,2024-11-10,Chat,Sync Issues,37.6,1,1,4,0
1300,124602,2024-12-28,Phone,Onboarding/Setup,14.4,0,0,5,1
1301,75973,2024-02-24,Phone,Strap Replacement,9.4,1,0,5,0
1302,67615,2024-12-11,Chat,App Bug,76.9,1,0,3,0
1303,192045,2024-06-16,Email,Sync Issues,37.1,0,0,4,1
1304,20118,2024-02-15,Email,Battery Drain,47.6,1,0,3,0
1305,152541,2024-09-30,Phone,App Bug,44.6,1,0,4,0
1306,163969,2024-11-25,Phone,Strap Replacement,11.7,1,0,4,0
1307,90982,2024-06-01,Email,Sync Issues,26.2,1,0,5,0
1308,13247,2024-05-16,Email,App Bug,48.8,0,0,4,1
1309,176399,2024-09-24,Chat,App Bug,59.9,1,0,4,0
1310,180236,2024-04-08,Chat,Sync Issues,31.0,1,0,5,0
1311,122453,2024-08-17,Chat,Battery Drain,56.4,1,0,3,0
1312,52745,2024-02-14,Chat,Billing,17.4,1,0,4,0
1313,66432,2024-05-06,Chat,Sync Issues,39.3,1,0,5,0
1314,149201,2024-10-18,Chat,App Bug,78.4,1,1,4,0
1315,103410,2024-07-08,Chat,App Bug,62.2,1,0,5,0
1316,126935,2024-03-14,Chat,App Bug,27.3,1,0,5,0
1317,183240,2024-07-01,Phone,Battery Drain,53.2,1,0,4,0
1318,11918,2024-09-02,Phone,Sync Issues,28.5,0,1,3,1
1319,50798,2024-08-12,Email,Sync Issues,47.9,1,0,5,0
1320,78923,2024-08-23,Email,Onboarding/Setup,12.7,1,0,5,0
1321,184794,2024-01-08,Phone,Sync Issues,25.1,1,1,5,0
1322,124983,2024-04-29,Chat,Billing,22.0,1,0,4,0
1323,158287,2024-01-24,Email,Strap Replacement,9.2,1,0,5,0
1324,166047,2024-11-15,Chat,Sync Issues,44.9,1,0,4,0
1325,153405,2024-07-22,Chat,Sync Issues,54.2,1,0,4,0
1326,39804,2024-11-08,Email,Onboarding/Setup,7.2,1,0,5,0
1327,69433,2024-10-25,Email,Strap Replacement,9.8,1,0,4,0
1328,182307,2024-03-06,Chat,App Bug,46.2,1,0,5,0
1329,104665,2024-02-23,Phone,Billing,30.2,1,0,5,0
1330,72481,2024-02-12,Chat,Shipping Delay,24.4,1,0,5,0
1331,3463,2024-01-09,Chat,Battery Drain,35.7,1,0,5,0
1332,151637,2024-08-25,Chat,Strap Replacement,9.4,0,0,5,1
1333,33896,2024-12-27,Chat,Battery Drain,37.7,1,0,5,0
1334,21012,2024-05-07,Chat,Billing,6.8,1,0,4,0
1335,10538,2024-12-14,Chat,Onboarding/Setup,11.5,1,0,5,0
1336,79154,2024-06-15,Phone,App Bug,18.4,1,1,5,0
1337,118551,2024-03-19,Email,Sync Issues,47.4,0,0,5,1
1338,169524,2024-12-18,Email,Strap Replacement,15.2,1,0,5,0
1339,59478,2024-09-20,Email,App Bug,47.9,1,0,5,0
1340,104736,2024-03-30,Phone,Battery Drain,44.2,1,0,4,0
1341,63113,2024-01-27,Chat,Strap Replacement,5.8,1,0,5,0
1342,152812,2024-05-23,Chat,Billing,20.8,0,1,3,1
1343,148261,2024-10-02,Phone,Billing,23.4,1,1,4,0
1344,3843,2024-07-13,Email,Shipping Delay,32.7,1,0,4,0
1345,24426,2024-08-06,Chat,Billing,14.5,1,0,5,0
1346,24758,2024-04-21,Email,Billing,15.5,1,1,4,0
1347,1234,2024-03-28,Email,Sync Issues,31.3,0,0,5,1
1348,24023,2024-08-10,Email,Shipping Delay,21.2,1,1,3,0
1349,128648,2024-10-01,Email,Sync Issues,30.4,1,0,4,0
1350,146740,2024-04-25,Email,Battery Drain,36.3,1,0,5,0
1351,178067,2024-01-08,Chat,Shipping Delay,26.0,1,0,4,0
1352,172962,2024-08-10,Chat,Strap Replacement,10.0,0,0,5,1
1353,143735,2024-07-11,Phone,Onboarding/Setup,9.1,1,0,5,0
1354,130198,2024-11-04,Phone,Battery Drain,43.0,1,0,5,0
1355,84388,2024-08-30,Chat,Sync Issues,48.4,0,0,3,1
1356,52035,2024-11-01,Phone,Sync Issues,61.3,0,0,3,1
1357,116476,2024-06-22,Email,Billing,14.7,1,0,5,0
1358,84679,2024-03-27,Email,Shipping Delay,33.7,1,0,5,0
1359,160342,2024-06-02,Email,Billing,9.3,1,0,4,0
1360,44468,2024-03-30,Chat,Billing,12.5,1,1,4,0
1361,53490,2024-01-17,Chat,App Bug,50.5,1,1,3,0
1362,159443,2024-06-23,Email,Billing,15.7,1,0,5,0
1363,74857,2024-02-05,Chat,Strap Replacement,9.4,1,0,5,0
1364,95752,2024-01-18,Email,Battery Drain,56.6,1,0,3,0
1365,147981,2024-06-29,Chat,Billing,9.3,1,1,4,0
1366,195387,2024-08-04,Email,Billing,17.2,1,0,5,0
1367,196994,2024-02-07,Chat,Onboarding/Setup,5.4,1,0,5,0
1368,82610,2024-06-09,Chat,Billing,26.5,1,0,5,0
1369,140867,2024-11-04,Phone,Onboarding/Setup,9.5,1,1,4,0
1370,79671,2024-05-14,Email,Battery Drain,63.7,1,0,4,0
1371,152924,2024-10-10,Email,Shipping Delay,17.5,1,0,5,0
1372,190669,2024-03-21,Email,Shipping Delay,25.9,1,0,5,0
1373,25666,2024-06-06,Chat,Onboarding/Setup,10.3,1,0,5,0
1374,146735,2024-05-02,Chat,Sync Issues,36.3,1,1,5,0
1375,101411,2024-05-12,Chat,Battery Drain,53.5,1,0,5,0
1376,46838,2024-07-19,Email,App Bug,39.6,0,1,5,1
1377,99951,2024-10-13,Chat,Battery Drain,40.3,1,0,5,0
1378,112801,2024-04-06,Email,Onboarding/Setup,14.7,1,0,5,0
1379,79036,2024-04-03,Chat,Billing,15.4,1,0,4,0
1380,35742,2024-09-19,Phone,Onboarding/Setup,3.9,1,0,5,0
1381,197781,2024-11-12,Phone,Onboarding/Setup,14.6,1,0,4,0
1382,73857,2024-11-23,Chat,Sync Issues,28.0,1,0,5,0
1383,38498,2024-09-18,Chat,Sync Issues,34.9,1,1,3,0
1384,62381,2024-05-02,Phone,App Bug,17.6,1,1,4,0
1385,181471,2024-08-17,Chat,Billing,15.1,0,0,5,1
1386,16915,2024-03-09,Phone,Sync Issues,39.1,1,0,5,0
1387,62101,2024-09-28,Email,App Bug,44.2,1,1,4,0
1388,33827,2024-10-10,Phone,Sync Issues,19.0,1,1,4,0
1389,136303,2024-07-14,Phone,Billing,13.0,1,1,5,0
1390,127860,2024-01-22,Chat,Strap Replacement,11.8,1,1,3,0
1391,135084,2024-10-22,Phone,Battery Drain,53.7,1,0,2,0
1392,130458,2024-04-24,Chat,Billing,27.1,1,0,5,0
1393,26252,2024-04-28,Chat,Sync Issues,39.6,1,1,4,0
1394,123895,2024-04-29,Phone,Onboarding/Setup,5.8,1,0,4,0
1395,155812,2024-01-19,Chat,Billing,17.5,1,0,4,0
1396,31466,2024-03-04,Phone,Battery Drain,50.8,1,0,4,0
1397,62667,2024-10-21,Chat,Battery Drain,62.8,1,0,3,0
1398,143190,2024-08-22,Email,Onboarding/Setup,11.8,1,0,5,0
1399,88933,2024-09-28,Email,Battery Drain,66.6,1,0,3,0
1400,32622,2024-10-14,Chat,Strap Replacement,18.2,1,0,5,0
1401,73798,2024-08-13,Chat,App Bug,41.9,1,0,5,0
1402,16199,2024-03-25,Email,Strap Replacement,10.5,1,0,4,0
1403,170655,2024-03-31,Chat,Strap Replacement,6.6,1,1,5,0
1404,147761,2024-05-06,Phone,Strap Replacement,13.8,1,0,5,0
1405,70521,2024-02-03,Chat,Strap Replacement,9.2,1,0,4,0
1406,145113,2024-07-22,Chat,App Bug,34.6,1,0,4,0
1407,140815,2024-04-10,Chat,Sync Issues,32.6,1,0,5,0
1408,53957,2024-12-13,Chat,Battery Drain,44.3,1,1,3,0
1409,127171,2024-04-11,Chat,Billing,21.8,1,0,5,0
1410,137966,2024-11-13,Chat,Sync Issues,22.1,1,0,5,0
1411,177515,2024-06-19,Email,Battery Drain,51.3,1,0,4,0
1412,62081,2024-09-07,Chat,Strap Replacement,18.7,1,0,3,0
1413,174266,2024-01-16,Email,App Bug,52.8,0,1,4,1
1414,95922,2024-06-06,Email,Sync Issues,43.6,0,0,4,1
1415,52517,2024-07-28,Chat,Billing,21.8,0,0,5,1
1416,13594,2024-08-02,Chat,Sync Issues,50.8,1,0,4,0
1417,677,2024-02-02,Email,Battery Drain,48.6,1,0,4,0
1418,120324,2024-06-04,Chat,Billing,14.7,1,0,5,0
1419,4643,2024-10-28,Email,Onboarding/Setup,8.0,1,0,5,0
1420,53627,2024-06-28,Email,Onboarding/Setup,7.8,1,0,5,0
1421,181129,2024-03-28,Chat,Sync Issues,50.7,1,0,4,0
1422,94997,2024-11-17,Email,Billing,22.6,1,0,5,0
1423,44915,2024-08-14,Chat,Sync Issues,36.4,1,0,5,0
1424,190880,2024-09-05,Email,Battery Drain,47.8,1,0,5,0
1425,101556,2024-06-29,Chat,App Bug,26.3,1,0,5,0
1426,67971,2024-03-23,Phone,Strap Replacement,12.8,1,0,5,0
1427,117654,2024-04-17,Email,Shipping Delay,29.1,1,0,5,0
1428,189276,2024-06-28,Phone,Sync Issues,49.2,1,1,4,0
1429,643,2024-09-28,Email,App Bug,45.9,0,0,5,1
1430,198684,2024-11-05,Email,Shipping Delay,25.8,1,0,5,0
1431,86504,2024-06-22,Email,Onboarding/Setup,12.6,1,0,4,0
1432,70504,2024-02-25,Chat,Billing,16.0,1,0,5,0
1433,104335,2024-07-29,Chat,Strap Replacement,8.8,1,0,5,0
1434,184928,2024-02-12,Email,Battery Drain,39.2,1,0,5,0
1435,7430,2024-04-29,Chat,Battery Drain,47.7,1,0,5,0
1436,101847,2024-10-29,Chat,Onboarding/Setup,7.1,1,0,5,0
1437,99704,2024-12-18,Chat,Shipping Delay,41.0,1,0,4,0
1438,134739,2024-05-31,Chat,Shipping Delay,31.3,1,0,5,0
1439,63507,2024-07-18,Email,Battery Drain,70.4,1,1,3,0
1440,144214,2024-06-22,Email,Battery Drain,36.3,1,0,5,0
1441,195801,2024-09-04,Chat,Battery Drain,52.7,1,1,5,0
1442,14159,2024-10-29,Chat,Shipping Delay,28.0,1,1,5,0
1443,97017,2024-12-04,Email,Battery Drain,56.4,1,1,3,0
1444,154311,2024-04-11,Chat,Onboarding/Setup,12.3,1,0,5,0
1445,56754,2024-08-24,Phone,Billing,28.4,1,1,5,0
1446,64698,2024-04-11,Chat,Battery Drain,58.9,1,1,2,0
1447,25766,2024-08-08,Phone,Strap Replacement,12.9,1,0,5,0
1448,6281,2024-06-27,Chat,Billing,19.0,1,0,4,0
1449,8342,2024-05-04,Chat,Shipping Delay,27.2,1,0,5,0
1450,71033,2024-08-15,Email,Battery Drain,43.4,1,1,5,0
1451,166320,2024-11-22,Chat,Sync Issues,39.0,1,1,4,0
1452,7863,2024-08-10,Chat,Shipping Delay,26.4,1,0,5,0
1453,167957,2024-06-17,Chat,Billing,16.6,1,0,5,0
1454,95091,2024-10-19,Chat,Strap Replacement,5.2,1,0,4,0
1455,133466,2024-08-16,Phone,App Bug,22.3,1,0,5,0
1456,75347,2024-05-19,Chat,Strap Replacement,6.7,1,0,4,0
1457,66261,2024-09-24,Email,Strap Replacement,12.6,1,0,4,0
1458,190445,2024-08-13,Chat,Sync Issues,35.7,0,0,4,1
1459,158128,2024-01-01,Email,Onboarding/Setup,4.4,1,0,5,0
1460,140525,2024-09-24,Email,Shipping Delay,3.7,1,0,5,0
1461,165768,2024-12-22,Email,Strap Replacement,8.1,1,1,4,0
1462,170192,2024-04-23,Chat,App Bug,65.9,1,0,5,0
1463,3289,2024-05-22,Chat,App Bug,38.2,1,0,5,0
1464,197000,2024-10-18,Email,Battery Drain,58.8,1,1,4,0
1465,136561,2024-04-14,Email,Billing,18.9,1,1,3,0
1466,162859,2024-06-18,Chat,Billing,19.8,1,1,4,0
1467,126566,2024-07-29,Email,Strap Replacement,11.6,1,0,5,0
1468,197710,2024-01-23,Chat,Battery Drain,63.9,1,0,5,0
1469,170458,2024-04-04,Chat,Shipping Delay,24.7,1,0,5,0
1470,11395,2024-05-04,Email,Battery Drain,43.5,1,0,5,0
1471,11145,2024-03-03,Chat,Shipping Delay,41.9,1,0,5,0
1472,158416,2024-06-10,Email,Strap Replacement,15.4,1,0,5,0
1473,170030,2024-08-13,Chat,Strap Replacement,15.7,1,0,5,0
1474,39635,2024-02-10,Chat,Sync Issues,53.6,0,0,3,1
1475,44182,2024-06-16,Phone,Strap Replacement,7.6,1,1,5,0
1476,114071,2024-06-14,Chat,Onboarding/Setup,10.0,1,0,5,0
1477,122578,2024-05-30,Chat,Billing,23.4,0,1,3,1
1478,119185,2024-03-09,Chat,App Bug,61.9,1,0,4,0
1479,123954,2024-04-18,Chat,Strap Replacement,12.3,1,0,5,0
1480,175659,2024-08-16,Chat,Strap Replacement,17.9,1,0,4,0
1481,170191,2024-03-14,Phone,Battery Drain,59.3,1,0,5,0
1482,64021,2024-09-10,Chat,Battery Drain,63.9,1,1,3,0
1483,57392,2024-10-28,Phone,Onboarding/Setup,12.0,1,0,5,0
1484,100331,2024-09-30,Chat,Shipping Delay,28.2,1,0,5,0
1485,98922,2024-04-07,Chat,Sync Issues,39.9,1,0,5,0
1486,148673,2024-10-27,Chat,Battery Drain,36.8,1,1,4,0
1487,63384,2024-03-19,Email,Sync Issues,27.6,0,0,5,1
1488,133692,2024-12-04,Email,Billing,18.7,0,0,5,1
1489,12747,2024-06-28,Email,App Bug,56.4,1,0,4,0
1490,72971,2024-05-01,Chat,Battery Drain,61.0,0,0,3,1
1491,195463,2024-07-11,Chat,Onboarding/Setup,10.0,1,1,4,0
1492,65790,2024-03-07,Chat,Sync Issues,43.0,1,1,3,0
1493,69054,2024-07-14,Chat,App Bug,24.1,1,0,5,0
1494,91064,2024-08-22,Chat,Sync Issues,37.9,1,1,4,0
1495,158010,2024-03-12,Email,Sync Issues,37.5,0,1,5,1
1496,124821,2024-11-12,Chat,Onboarding/Setup,15.7,0,0,5,1
1497,184489,2024-05-05,Phone,App Bug,17.0,1,1,3,0
1498,57296,2024-07-12,Chat,Battery Drain,44.3,1,1,5,0
1499,18685,2024-07-27,Chat,Battery Drain,58.1,1,0,4,0
1500,80995,2024-04-18,Phone,App Bug,59.5,1,0,3,0
1501,28265,2024-12-22,Chat,Billing,17.6,1,0,5,0
1502,79330,2024-04-09,Phone,Onboarding/Setup,11.0,0,0,4,1
1503,47107,2024-06-30,Chat,Battery Drain,49.8,1,0,4,0
1504,73067,2024-11-19,Phone,Onboarding/Setup,9.0,1,0,5,0
1505,101923,2024-02-29,Email,Strap Replacement,16.0,1,1,4,0
1506,57878,2024-11-12,Phone,Sync Issues,54.9,1,0,4,0
1507,124112,2024-06-25,Chat,App Bug,45.1,1,1,4,0
1508,167966,2024-11-11,Chat,Strap Replacement,17.8,1,0,5,0
1509,186645,2024-08-26,Chat,Strap Replacement,10.2,1,0,5,0
1510,83863,2024-12-18,Chat,Billing,14.1,1,0,5,0
1511,112903,2024-02-12,Chat,Sync Issues,53.6,1,0,5,0
1512,86081,2024-06-28,Email,App Bug,23.7,1,0,5,0
1513,155562,2024-10-04,Email,Strap Replacement,7.9,1,0,5,0
1514,58685,2024-06-02,Chat,Battery Drain,53.9,1,0,5,0
1515,183831,2024-12-18,Phone,Sync Issues,42.3,1,0,5,0
1516,189250,2024-03-09,Chat,Strap Replacement,7.9,1,0,5,0
1517,112019,2024-11-07,Phone,Battery Drain,39.3,1,0,5,0
1518,170518,2024-11-05,Chat,Billing,24.0,1,0,4,0
1519,72370,2024-10-25,Chat,Onboarding/Setup,13.4,1,0,5,0
1520,30604,2024-07-19,Chat,Billing,17.1,1,0,4,0
1521,171822,2024-01-06,Chat,Battery Drain,47.6,1,0,4,0
1522,174727,2024-02-11,Email,Billing,13.6,1,0,5,0
1523,115067,2024-09-04,Chat,Battery Drain,42.3,0,0,4,1
1524,89329,2024-10-13,Chat,Battery Drain,48.8,1,0,5,0
1525,80000,2024-08-13,Chat,Billing,21.6,0,1,4,1
1526,32762,2024-04-26,Chat,Sync Issues,20.5,1,0,5,0
1527,131640,2024-06-25,Chat,Strap Replacement,15.1,1,0,5,0
1528,182012,2024-08-07,Email,Billing,19.2,0,0,5,1
1529,69721,2024-06-15,Chat,Onboarding/Setup,9.3,1,0,5,0
1530,152366,2024-11-21,Chat,Strap Replacement,11.6,1,0,4,0
1531,26788,2024-09-08,Email,Battery Drain,36.3,1,0,5,0
1532,102143,2024-01-24,Chat,Strap Replacement,17.8,1,0,5,0
1533,87116,2024-06-27,Email,Billing,29.7,1,0,4,0
1534,111449,2024-05-27,Email,Billing,20.5,1,0,5,0
1535,133029,2024-05-21,Email,App Bug,50.3,1,0,4,0
1536,19677,2024-10-26,Chat,Battery Drain,58.1,1,0,3,0
1537,36310,2024-04-04,Chat,Battery Drain,57.9,0,1,3,1
1538,28721,2024-03-10,Email,Onboarding/Setup,8.0,1,0,4,0
1539,197235,2024-09-21,Chat,Battery Drain,53.5,1,0,3,0
1540,74528,2024-04-17,Chat,App Bug,58.4,0,1,1,1
1541,40256,2024-09-02,Chat,Billing,9.1,1,1,3,0
1542,149779,2024-02-04,Chat,Billing,24.5,1,0,4,0
1543,51422,2024-08-29,Email,Sync Issues,43.7,1,0,5,0
1544,153901,2024-03-18,Chat,Billing,16.2,1,0,5,0
1545,59306,2024-03-04,Chat,Battery Drain,52.1,1,0,5,0
1546,99153,2024-08-24,Email,Strap Replacement,16.9,1,0,4,0
1547,141599,2024-08-27,Phone,Battery Drain,50.5,1,1,3,0
1548,138861,2024-12-23,Chat,Billing,22.8,1,0,4,0
1549,11242,2024-07-30,Chat,Sync Issues,52.9,1,1,4,0
1550,115538,2024-10-25,Email,Strap Replacement,13.6,1,0,5,0
1551,19981,2024-02-07,Phone,Strap Replacement,16.7,1,1,4,0
1552,9960,2024-02-23,Phone,Battery Drain,66.5,1,0,3,0
1553,67880,2024-02-17,Chat,Battery Drain,24.2,1,0,4,0
1554,150563,2024-04-29,Phone,Battery Drain,45.1,1,0,5,0
1555,138498,2024-02-12,Chat,Onboarding/Setup,8.3,1,0,5,0
1556,143602,2024-03-27,Chat,Onboarding/Setup,14.6,1,0,5,0
1557,88180,2024-10-17,Email,Battery Drain,57.8,1,0,3,0
1558,72816,2024-07-01,Phone,Battery Drain,47.1,1,0,5,0
1559,169162,2024-10-31,Phone,Battery Drain,51.6,1,1,4,0
1560,47122,2024-10-14,Chat,App Bug,52.1,1,1,3,0
1561,69425,2024-04-07,Email,App Bug,16.7,1,0,4,0
1562,195638,2024-02-11,Phone,Battery Drain,36.5,1,1,4,0
1563,98923,2024-06-26,Chat,Battery Drain,44.9,1,0,5,0
1564,69383,2024-05-20,Chat,App Bug,24.5,0,0,3,1
1565,175978,2024-10-11,Email,Billing,12.6,1,0,4,0
1566,132100,2024-02-10,Chat,Strap Replacement,9.3,1,0,5,0
1567,46166,2024-06-04,Email,Onboarding/Setup,1.0,1,0,4,0
1568,53259,2024-11-30,Email,Sync Issues,55.5,1,0,5,0
1569,68284,2024-01-22,Email,Battery Drain,50.5,1,1,3,0
1570,128190,2024-03-28,Chat,App Bug,26.6,1,0,5,0
1571,159928,2024-05-26,Chat,Battery Drain,61.9,0,0,3,1
1572,3367,2024-12-21,Chat,Sync Issues,38.0,1,1,4,0
1573,153991,2024-05-28,Phone,Sync Issues,30.2,1,0,5,0
1574,14833,2024-11-26,Chat,Sync Issues,41.8,1,0,5,0
1575,150932,2024-02-23,Chat,Battery Drain,54.3,1,0,5,0
1576,166506,2024-11-29,Chat,Battery Drain,36.5,1,1,4,0
1577,167507,2024-09-02,Chat,Billing,11.7,1,1,3,0
1578,190335,2024-02-19,Chat,Sync Issues,45.5,1,1,5,0
1579,189385,2024-12-02,Chat,Strap Replacement,9.8,1,0,5,0
1580,106895,2024-10-30,Phone,Battery Drain,33.3,1,1,2,0
1581,105387,2024-10-07,Email,App Bug,62.3,1,1,4,0
1582,42474,2024-01-21,Chat,Billing,11.4,1,0,5,0
1583,176410,2024-02-29,Chat,Onboarding/Setup,11.7,1,0,5,0
1584,92890,2024-05-09,Email,Battery Drain,56.4,0,0,3,1
1585,93745,2024-07-24,Chat,Sync Issues,48.4,1,0,4,0
1586,23639,2024-05-10,Chat,Billing,15.4,1,1,4,0
1587,71685,2024-12-22,Email,Sync Issues,35.0,0,1,4,1
1588,3563,2024-10-05,Chat,Sync Issues,30.5,1,0,5,0
1589,28239,2024-11-17,Chat,Strap Replacement,9.0,1,0,5,0
1590,180460,2024-02-29,Chat,Shipping Delay,14.7,0,0,4,1
1591,139089,2024-08-15,Chat,Battery Drain,51.0,1,0,4,0
1592,56691,2024-09-08,Chat,Battery Drain,55.8,0,1,1,1
1593,137804,2024-02-08,Email,Battery Drain,27.6,1,0,5,0
1594,137319,2024-12-25,Chat,Shipping Delay,38.4,1,0,5,0
1595,98713,2024-11-03,Email,Strap Replacement,9.2,1,0,4,0
